"Season","round","homeTeam","awayTeam","snitch","homeGoals","awayGoals"
2019,14,"United States Chimeras","France Thestrals","United States Chimeras",10,10
2019,14,"Germany Werewolves","Ireland Griffins","Germany Werewolves",5,8
2019,14,"Japan Falcons","Wales Longshots","Japan Falcons",13,0
2019,14,"Australia Centurions","Scotland Squirrels","Scotland Squirrels",6,10
2019,14,"New Zealand Daemons","England Nightmares","England Nightmares",5,10
2019,14,"France Hippogriffs Firsts","Durhamstrang","France Hippogriffs Firsts",10,4
2019,14,"Denmark Horntails","Iceland Quidlings","Denmark Horntails",0,7
2019,14,"Malaysia Tornadoes","India Direwolves","India Direwolves",7,15
2019,14,"Pakistan Swans","Norway Unspeakables","Norway Unspeakables",3,13
2019,14,"Turkey Knights","South Africa Snidgets","South Africa Snidgets",2,15
2019,15,"United States Chimeras","Ireland Griffins","Ireland Griffins",13,5
2019,15,"France Thestrals","Wales Longshots","Wales Longshots",0,10
2019,15,"Germany Werewolves","Scotland Squirrels","Germany Werewolves",3,9
2019,15,"Japan Falcons","England Nightmares","England Nightmares",10,4
2019,15,"Australia Centurions","Durhamstrang","Australia Centurions",1,15
2019,15,"New Zealand Daemons","Iceland Quidlings","New Zealand Daemons",1,4
2019,15,"France Hippogriffs Firsts","India Direwolves","India Direwolves",6,14
2019,15,"Denmark Horntails","Norway Unspeakables","Denmark Horntails",6,13
2019,15,"Malaysia Tornadoes","South Africa Snidgets","Malaysia Tornadoes",7,9
2019,15,"Pakistan Swans","Turkey Knights","Pakistan Swans",15,10
2019,16,"United States Chimeras","Wales Longshots","United States Chimeras",6,10
2019,16,"Ireland Griffins","Scotland Squirrels","Scotland Squirrels",3,0
2019,16,"France Thestrals","England Nightmares","England Nightmares",12,7
2019,16,"Germany Werewolves","Durhamstrang","Germany Werewolves",3,2
2019,16,"Japan Falcons","Iceland Quidlings","Japan Falcons",8,6
2019,16,"Australia Centurions","India Direwolves","Australia Centurions",15,10
2019,16,"New Zealand Daemons","Norway Unspeakables","Norway Unspeakables",13,11
2019,16,"France Hippogriffs Firsts","South Africa Snidgets","France Hippogriffs Firsts",9,11
2019,16,"Denmark Horntails","Turkey Knights","Denmark Horntails",5,0
2019,16,"Malaysia Tornadoes","Pakistan Swans","Malaysia Tornadoes",4,4
2019,17,"United States Chimeras","Scotland Squirrels","Scotland Squirrels",15,12
2019,17,"Wales Longshots","England Nightmares","England Nightmares",12,12
2019,17,"Ireland Griffins","Durhamstrang","Ireland Griffins",11,9
2019,17,"France Thestrals","Iceland Quidlings","France Thestrals",2,8
2019,17,"Germany Werewolves","India Direwolves","Germany Werewolves",1,7
2019,17,"Japan Falcons","Norway Unspeakables","Japan Falcons",13,14
2019,17,"Australia Centurions","South Africa Snidgets","South Africa Snidgets",14,10
2019,17,"New Zealand Daemons","Turkey Knights","Turkey Knights",4,14
2019,17,"France Hippogriffs Firsts","Pakistan Swans","Pakistan Swans",14,9
2019,17,"Denmark Horntails","Malaysia Tornadoes","Malaysia Tornadoes",4,13
2019,18,"United States Chimeras","England Nightmares","England Nightmares",1,13
2019,18,"Scotland Squirrels","Durhamstrang","Scotland Squirrels",1,11
2019,18,"Wales Longshots","Iceland Quidlings","Wales Longshots",10,3
2019,18,"Ireland Griffins","India Direwolves","Ireland Griffins",1,0
2019,18,"France Thestrals","Norway Unspeakables","Norway Unspeakables",9,2
2019,18,"Germany Werewolves","South Africa Snidgets","Germany Werewolves",5,13
2019,18,"Japan Falcons","Turkey Knights","Japan Falcons",4,1
2019,18,"Australia Centurions","Pakistan Swans","Australia Centurions",1,7
2019,18,"New Zealand Daemons","Malaysia Tornadoes","Malaysia Tornadoes",6,13
2019,18,"France Hippogriffs Firsts","Denmark Horntails","France Hippogriffs Firsts",4,1
2019,19,"United States Chimeras","Durhamstrang","United States Chimeras",8,7
2019,19,"England Nightmares","Iceland Quidlings","England Nightmares",13,3
2019,19,"Scotland Squirrels","India Direwolves","Scotland Squirrels",8,5
2019,19,"Wales Longshots","Norway Unspeakables","Wales Longshots",4,7
2019,19,"Ireland Griffins","South Africa Snidgets","South Africa Snidgets",8,12
2019,19,"France Thestrals","Turkey Knights","Turkey Knights",3,3
2019,19,"Germany Werewolves","Pakistan Swans","Germany Werewolves",6,3
2019,19,"Japan Falcons","Malaysia Tornadoes","Malaysia Tornadoes",15,11
2019,19,"Australia Centurions","Denmark Horntails","Denmark Horntails",8,1
2019,19,"New Zealand Daemons","France Hippogriffs Firsts","New Zealand Daemons",3,11
2019,20,"Iceland Quidlings","United States Chimeras","Iceland Quidlings",11,15
2019,20,"India Direwolves","Durhamstrang","India Direwolves",9,4
2019,20,"Norway Unspeakables","England Nightmares","England Nightmares",5,11
2019,20,"South Africa Snidgets","Scotland Squirrels","South Africa Snidgets",11,12
2019,20,"Turkey Knights","Wales Longshots","Wales Longshots",12,1
2019,20,"Pakistan Swans","Ireland Griffins","Pakistan Swans",12,4
2019,20,"Malaysia Tornadoes","France Thestrals","France Thestrals",6,5
2019,20,"Denmark Horntails","Germany Werewolves","Denmark Horntails",12,14
2019,20,"France Hippogriffs Firsts","Japan Falcons","France Hippogriffs Firsts",0,7
2019,20,"New Zealand Daemons","Australia Centurions","Australia Centurions",15,15
2019,21,"India Direwolves","United States Chimeras","India Direwolves",2,4
2019,21,"Norway Unspeakables","Iceland Quidlings","Iceland Quidlings",6,1
2019,21,"South Africa Snidgets","Durhamstrang","Durhamstrang",11,5
2019,21,"Turkey Knights","England Nightmares","Turkey Knights",13,11
2019,21,"Pakistan Swans","Scotland Squirrels","Scotland Squirrels",14,11
2019,21,"Malaysia Tornadoes","Wales Longshots","Wales Longshots",2,7
2019,21,"Denmark Horntails","Ireland Griffins","Denmark Horntails",2,13
2019,21,"France Hippogriffs Firsts","France Thestrals","France Thestrals",9,15
2019,21,"New Zealand Daemons","Germany Werewolves","New Zealand Daemons",13,4
2019,21,"Australia Centurions","Japan Falcons","Japan Falcons",5,2
2019,22,"Norway Unspeakables","United States Chimeras","United States Chimeras",8,11
2019,22,"South Africa Snidgets","India Direwolves","India Direwolves",3,15
2019,22,"Turkey Knights","Iceland Quidlings","Turkey Knights",2,3
2019,22,"Pakistan Swans","Durhamstrang","Pakistan Swans",10,3
2019,22,"Malaysia Tornadoes","England Nightmares","England Nightmares",2,3
2019,22,"Denmark Horntails","Scotland Squirrels","Scotland Squirrels",14,12
2019,22,"France Hippogriffs Firsts","Wales Longshots","Wales Longshots",8,4
2019,22,"New Zealand Daemons","Ireland Griffins","Ireland Griffins",10,3
2019,22,"Australia Centurions","France Thestrals","Australia Centurions",11,1
2019,22,"Japan Falcons","Germany Werewolves","Japan Falcons",11,9
2019,23,"South Africa Snidgets","United States Chimeras","South Africa Snidgets",12,13
2019,23,"Turkey Knights","Norway Unspeakables","Norway Unspeakables",15,2
2019,23,"Pakistan Swans","India Direwolves","Pakistan Swans",12,0
2019,23,"Malaysia Tornadoes","Iceland Quidlings","Iceland Quidlings",7,4
2019,23,"Denmark Horntails","Durhamstrang","Durhamstrang",15,2
2019,23,"France Hippogriffs Firsts","England Nightmares","France Hippogriffs Firsts",0,0
2019,23,"New Zealand Daemons","Scotland Squirrels","New Zealand Daemons",1,3
2019,23,"Australia Centurions","Wales Longshots","Australia Centurions",13,6
2019,23,"Japan Falcons","Ireland Griffins","Ireland Griffins",10,10
2019,23,"Germany Werewolves","France Thestrals","Germany Werewolves",11,15
2019,24,"Turkey Knights","United States Chimeras","United States Chimeras",7,6
2019,24,"Pakistan Swans","South Africa Snidgets","South Africa Snidgets",9,6
2019,24,"Malaysia Tornadoes","Norway Unspeakables","Malaysia Tornadoes",5,2
2019,24,"Denmark Horntails","India Direwolves","Denmark Horntails",5,1
2019,24,"France Hippogriffs Firsts","Iceland Quidlings","Iceland Quidlings",2,2
2019,24,"New Zealand Daemons","Durhamstrang","Durhamstrang",15,15
2019,24,"Australia Centurions","England Nightmares","England Nightmares",12,8
2019,24,"Japan Falcons","Scotland Squirrels","Japan Falcons",6,14
2019,24,"Germany Werewolves","Wales Longshots","Wales Longshots",6,4
2019,24,"France Thestrals","Ireland Griffins","Ireland Griffins",7,15
2019,25,"Pakistan Swans","United States Chimeras","United States Chimeras",1,6
2019,25,"Malaysia Tornadoes","Turkey Knights","Turkey Knights",15,9
2019,25,"Denmark Horntails","South Africa Snidgets","Denmark Horntails",10,12
2019,25,"France Hippogriffs Firsts","Norway Unspeakables","France Hippogriffs Firsts",0,9
2019,25,"New Zealand Daemons","India Direwolves","New Zealand Daemons",12,14
2019,25,"Australia Centurions","Iceland Quidlings","Australia Centurions",2,1
2019,25,"Japan Falcons","Durhamstrang","Japan Falcons",6,9
2019,25,"Germany Werewolves","England Nightmares","Germany Werewolves",0,13
2019,25,"France Thestrals","Scotland Squirrels","France Thestrals",0,12
2019,25,"Ireland Griffins","Wales Longshots","Ireland Griffins",5,3
2019,26,"Malaysia Tornadoes","United States Chimeras","Malaysia Tornadoes",10,9
2019,26,"Denmark Horntails","Pakistan Swans","Denmark Horntails",12,2
2019,26,"France Hippogriffs Firsts","Turkey Knights","Turkey Knights",7,3
2019,26,"New Zealand Daemons","South Africa Snidgets","New Zealand Daemons",14,12
2019,26,"Australia Centurions","Norway Unspeakables","Australia Centurions",11,3
2019,26,"Japan Falcons","India Direwolves","India Direwolves",11,11
2019,26,"Germany Werewolves","Iceland Quidlings","Iceland Quidlings",1,9
2019,26,"France Thestrals","Durhamstrang","Durhamstrang",3,3
2019,26,"Ireland Griffins","England Nightmares","England Nightmares",3,15
2019,26,"Wales Longshots","Scotland Squirrels","Wales Longshots",12,5
2019,27,"Denmark Horntails","United States Chimeras","United States Chimeras",0,12
2019,27,"France Hippogriffs Firsts","Malaysia Tornadoes","Malaysia Tornadoes",0,15
2019,27,"New Zealand Daemons","Pakistan Swans","Pakistan Swans",13,2
2019,27,"Australia Centurions","Turkey Knights","Australia Centurions",4,11
2019,27,"Japan Falcons","South Africa Snidgets","Japan Falcons",4,4
2019,27,"Germany Werewolves","Norway Unspeakables","Germany Werewolves",12,12
2019,27,"France Thestrals","India Direwolves","France Thestrals",1,15
2019,27,"Ireland Griffins","Iceland Quidlings","Ireland Griffins",4,7
2019,27,"Wales Longshots","Durhamstrang","Wales Longshots",0,10
2019,27,"Scotland Squirrels","England Nightmares","England Nightmares",6,14
2019,28,"France Hippogriffs Firsts","United States Chimeras","France Hippogriffs Firsts",14,9
2019,28,"New Zealand Daemons","Denmark Horntails","Denmark Horntails",3,15
2019,28,"Australia Centurions","Malaysia Tornadoes","Malaysia Tornadoes",8,1
2019,28,"Japan Falcons","Pakistan Swans","Pakistan Swans",0,6
2019,28,"Germany Werewolves","Turkey Knights","Turkey Knights",13,2
2019,28,"France Thestrals","South Africa Snidgets","South Africa Snidgets",8,15
2019,28,"Ireland Griffins","Norway Unspeakables","Ireland Griffins",4,5
2019,28,"Wales Longshots","India Direwolves","Wales Longshots",10,7
2019,28,"Scotland Squirrels","Iceland Quidlings","Scotland Squirrels",6,2
2019,28,"England Nightmares","Durhamstrang","Durhamstrang",2,9
2019,29,"New Zealand Daemons","United States Chimeras","New Zealand Daemons",5,4
2019,29,"Australia Centurions","France Hippogriffs Firsts","France Hippogriffs Firsts",6,12
2019,29,"Japan Falcons","Denmark Horntails","Japan Falcons",6,10
2019,29,"Germany Werewolves","Malaysia Tornadoes","Germany Werewolves",12,7
2019,29,"France Thestrals","Pakistan Swans","France Thestrals",14,0
2019,29,"Ireland Griffins","Turkey Knights","Turkey Knights",6,6
2019,29,"Wales Longshots","South Africa Snidgets","South Africa Snidgets",9,1
2019,29,"Scotland Squirrels","Norway Unspeakables","Scotland Squirrels",2,0
2019,29,"England Nightmares","India Direwolves","England Nightmares",15,0
2019,29,"Durhamstrang","Iceland Quidlings","Iceland Quidlings",12,5
2019,30,"Australia Centurions","United States Chimeras","Australia Centurions",8,5
2019,30,"Japan Falcons","New Zealand Daemons","New Zealand Daemons",5,11
2019,30,"Germany Werewolves","France Hippogriffs Firsts","Germany Werewolves",10,4
2019,30,"France Thestrals","Denmark Horntails","Denmark Horntails",2,1
2019,30,"Ireland Griffins","Malaysia Tornadoes","Malaysia Tornadoes",2,4
2019,30,"Wales Longshots","Pakistan Swans","Wales Longshots",1,7
2019,30,"Scotland Squirrels","Turkey Knights","Turkey Knights",4,7
2019,30,"England Nightmares","South Africa Snidgets","England Nightmares",1,5
2019,30,"Durhamstrang","Norway Unspeakables","Norway Unspeakables",12,11
2019,30,"Iceland Quidlings","India Direwolves","India Direwolves",1,10
2019,31,"Japan Falcons","United States Chimeras","Japan Falcons",4,0
2019,31,"Germany Werewolves","Australia Centurions","Australia Centurions",15,10
2019,31,"France Thestrals","New Zealand Daemons","New Zealand Daemons",7,15
2019,31,"Ireland Griffins","France Hippogriffs Firsts","Ireland Griffins",9,9
2019,31,"Wales Longshots","Denmark Horntails","Wales Longshots",13,12
2019,31,"Scotland Squirrels","Malaysia Tornadoes","Scotland Squirrels",7,11
2019,31,"England Nightmares","Pakistan Swans","Pakistan Swans",1,6
2019,31,"Durhamstrang","Turkey Knights","Durhamstrang",12,14
2019,31,"Iceland Quidlings","South Africa Snidgets","Iceland Quidlings",4,3
2019,31,"India Direwolves","Norway Unspeakables","Norway Unspeakables",1,2
2019,32,"Germany Werewolves","United States Chimeras","Germany Werewolves",0,1
2019,32,"France Thestrals","Japan Falcons","France Thestrals",7,5
2019,32,"Ireland Griffins","Australia Centurions","Ireland Griffins",11,12
2019,32,"Wales Longshots","New Zealand Daemons","New Zealand Daemons",7,15
2019,32,"Scotland Squirrels","France Hippogriffs Firsts","Scotland Squirrels",12,6
2019,32,"England Nightmares","Denmark Horntails","England Nightmares",6,2
2019,32,"Durhamstrang","Malaysia Tornadoes","Malaysia Tornadoes",2,7
2019,32,"Iceland Quidlings","Pakistan Swans","Iceland Quidlings",14,0
2019,32,"India Direwolves","Turkey Knights","Turkey Knights",7,15
2019,32,"Norway Unspeakables","South Africa Snidgets","South Africa Snidgets",1,4
2019,33,"France Thestrals","United States Chimeras","United States Chimeras",6,3
2019,33,"Ireland Griffins","Germany Werewolves","Germany Werewolves",12,4
2019,33,"Wales Longshots","Japan Falcons","Wales Longshots",7,6
2019,33,"Scotland Squirrels","Australia Centurions","Scotland Squirrels",13,9
2019,33,"England Nightmares","New Zealand Daemons","New Zealand Daemons",11,2
2019,33,"Durhamstrang","France Hippogriffs Firsts","France Hippogriffs Firsts",8,11
2019,33,"Iceland Quidlings","Denmark Horntails","Denmark Horntails",6,12
2019,33,"India Direwolves","Malaysia Tornadoes","India Direwolves",14,7
2019,33,"Norway Unspeakables","Pakistan Swans","Pakistan Swans",14,0
2019,33,"South Africa Snidgets","Turkey Knights","South Africa Snidgets",13,11
2019,34,"Ireland Griffins","United States Chimeras","United States Chimeras",12,6
2019,34,"Wales Longshots","France Thestrals","Wales Longshots",12,0
2019,34,"Scotland Squirrels","Germany Werewolves","Germany Werewolves",6,12
2019,34,"England Nightmares","Japan Falcons","Japan Falcons",14,12
2019,34,"Durhamstrang","Australia Centurions","Durhamstrang",6,14
2019,34,"Iceland Quidlings","New Zealand Daemons","Iceland Quidlings",15,14
2019,34,"India Direwolves","France Hippogriffs Firsts","India Direwolves",2,4
2019,34,"Norway Unspeakables","Denmark Horntails","Norway Unspeakables",14,15
2019,34,"South Africa Snidgets","Malaysia Tornadoes","Malaysia Tornadoes",0,10
2019,34,"Turkey Knights","Pakistan Swans","Turkey Knights",7,0
2019,35,"Wales Longshots","United States Chimeras","United States Chimeras",11,13
2019,35,"Scotland Squirrels","Ireland Griffins","Ireland Griffins",1,15
2019,35,"England Nightmares","France Thestrals","France Thestrals",4,5
2019,35,"Durhamstrang","Germany Werewolves","Durhamstrang",11,8
2019,35,"Iceland Quidlings","Japan Falcons","Iceland Quidlings",3,10
2019,35,"India Direwolves","Australia Centurions","India Direwolves",7,8
2019,35,"Norway Unspeakables","New Zealand Daemons","Norway Unspeakables",4,15
2019,35,"South Africa Snidgets","France Hippogriffs Firsts","France Hippogriffs Firsts",2,10
2019,35,"Turkey Knights","Denmark Horntails","Turkey Knights",2,8
2019,35,"Pakistan Swans","Malaysia Tornadoes","Pakistan Swans",11,4
2019,36,"Scotland Squirrels","United States Chimeras","Scotland Squirrels",15,7
2019,36,"England Nightmares","Wales Longshots","Wales Longshots",12,5
2019,36,"Durhamstrang","Ireland Griffins","Ireland Griffins",11,14
2019,36,"Iceland Quidlings","France Thestrals","France Thestrals",9,4
2019,36,"India Direwolves","Germany Werewolves","Germany Werewolves",6,10
2019,36,"Norway Unspeakables","Japan Falcons","Japan Falcons",12,0
2019,36,"South Africa Snidgets","Australia Centurions","South Africa Snidgets",3,14
2019,36,"Turkey Knights","New Zealand Daemons","New Zealand Daemons",0,4
2019,36,"Pakistan Swans","France Hippogriffs Firsts","Pakistan Swans",1,1
2019,36,"Malaysia Tornadoes","Denmark Horntails","Malaysia Tornadoes",10,10
2019,37,"England Nightmares","United States Chimeras","United States Chimeras",1,12
2019,37,"Durhamstrang","Scotland Squirrels","Durhamstrang",0,3
2019,37,"Iceland Quidlings","Wales Longshots","Wales Longshots",7,7
